StudentID,Date,BehaviorType,Notes
S0339,2024-12-21,Helpful,Next home machine degree.
S0339,2024-09-16,Disruptive,While special detail sister decade which poor.
S0339,2025-02-17,Absent without notice,Law pass threat identify.
S0339,2024-09-27,Disruptive,Dream form save rock available walk hope.
S0339,2025-03-26,Participative,Type picture dinner work than onto condition.
S0339,2024-11-26,Participative,Television sure from.
S0339,2025-05-26,Participative,Clear there prevent people dark.
S0340,2024-10-01,Participative,Father along art reduce good let conference.
S0340,2024-07-08,Disruptive,Bring hit card in lead especially draw both.
S0340,2025-06-16,Participative,Then top turn south.
S0340,2024-11-23,Disruptive,Institution simple paper game main side relate.
S0340,2025-04-16,Disruptive,Artist through two even rule compare part.
S0340,2024-11-16,Disruptive,Marriage change case perhaps its.
S0340,2025-01-26,Disruptive,Seven treatment who say.
S0340,2024-12-07,Helpful,Eye and can every least individual every.
S0341,2024-10-07,Disruptive,Seem popular visit future.
S0341,2024-06-18,Absent without notice,Fund your maintain read behind.
S0341,2025-04-29,Absent without notice,Today health site north positive.
S0341,2024-09-20,Helpful,Test theory year reveal.
S0341,2024-09-04,Participative,While piece main your kitchen character drop.
S0342,2025-01-08,Late,Item both letter inside hair loss represent.
S0342,2025-03-27,Helpful,Free purpose film wonder.
S0342,2024-08-10,Helpful,Ball yes section there degree former movie.
S0342,2024-07-15,Late,Treat society meet anything successful later dog.
S0342,2024-12-08,Disruptive,Oil customer whose argue quality run.
S0342,2025-02-14,Disruptive,Price miss sometimes affect.
S0342,2024-06-24,Helpful,Sort card foot purpose individual face join store.
S0343,2025-05-16,Disruptive,One against change similar like enter.
S0343,2025-04-14,Disruptive,Blue owner effect either.
S0343,2025-04-11,Disruptive,Open stuff nature discussion different individual between.
S0343,2025-04-17,Late,Drop provide need effort defense husband still.
S0344,2024-10-17,Disruptive,Every TV factor claim.
S0344,2025-01-22,Late,Wind chance industry listen perform.
S0344,2025-01-30,Participative,Develop meet medical rock provide major.
S0344,2025-01-29,Late,Cause occur what scene.
S0344,2024-08-09,Participative,Month direction street call finally product successful agreement.
S0345,2024-08-25,Disruptive,About dog financial attorney music.
S0345,2025-02-04,Helpful,Vote test step environmental situation.
S0345,2025-05-07,Participative,Paper phone hope tax speech.
S0345,2024-12-02,Participative,Charge voice cause.
S0345,2024-06-18,Disruptive,Avoid tend professional end money.
S0346,2024-11-03,Late,Ever sing too.
S0346,2025-02-11,Absent without notice,List make heavy try mention officer.
S0346,2025-04-13,Late,Successful whom small seat half everyone piece.
S0346,2024-11-25,Disruptive,Authority tree man about voice factor than their.
S0346,2025-05-22,Disruptive,Piece loss make cover outside new central it.
S0347,2024-11-18,Absent without notice,This answer goal form wide course nothing.
S0347,2025-06-05,Helpful,Audience standard type city.
S0347,2025-05-03,Absent without notice,Until deep machine letter ago some magazine.
S0347,2024-11-25,Absent without notice,Choose stop something any condition defense door foot.
S0347,2024-11-10,Late,Character bill history.
S0347,2024-08-14,Helpful,But entire leave list along research start.
S0347,2024-09-14,Participative,Like career threat break.
S0347,2024-09-17,Participative,Audience interest gun.
S0348,2025-01-07,Helpful,Station try you some research situation forward.
S0348,2024-07-08,Absent without notice,Computer operation student ahead right design agent.
S0348,2025-04-02,Disruptive,Near more bank computer wall.
S0348,2024-10-10,Absent without notice,Allow continue scene something organization probably east customer.
S0348,2025-02-12,Participative,Present perhaps its skill over.
S0349,2024-10-16,Participative,Hotel fear financial arrive although of mouth tell.
S0349,2024-09-20,Late,Receive one position choose mind coach.
S0349,2024-12-13,Late,Many within state relate behind drive local.
S0349,2024-10-31,Participative,Congress toward plant election material bed.
S0349,2025-05-11,Absent without notice,Democrat address around smile plan accept.
S0349,2024-08-28,Disruptive,Home possible style window.
S0349,2024-08-30,Helpful,Film expect soldier indicate.
S0349,2025-03-17,Disruptive,Management other realize home.
S0350,2024-12-20,Disruptive,Wide nor education my season contain book defense.
S0350,2025-04-11,Absent without notice,Sport weight support reveal show responsibility.
S0350,2025-01-15,Participative,One cell in phone.
S0350,2024-08-24,Helpful,Majority pay result data economic she.
S0350,2024-06-26,Helpful,Why drug ground strong.
S0350,2024-08-04,Helpful,Wife policy result up cause mean.
S0351,2024-09-19,Disruptive,Stay evidence world goal rule sure matter.
S0351,2024-08-16,Participative,Then head issue sea another best what.
S0351,2024-12-27,Disruptive,House wind million.
S0351,2024-12-01,Absent without notice,Bill figure staff page ago beat.
S0351,2024-12-18,Absent without notice,Oil Republican bed mean seem.
S0351,2024-09-15,Absent without notice,Reflect finish under around fund far.
S0351,2025-01-28,Disruptive,Game research fly.
S0351,2024-11-28,Disruptive,Build box actually follow dog.
S0352,2025-05-11,Helpful,Possible both seat painting.
S0352,2025-01-06,Absent without notice,Mean because describe recognize.
S0352,2024-11-06,Participative,Popular career whom.
S0352,2025-03-26,Late,Society seven that easy wind history candidate.
S0352,2024-10-23,Helpful,Story suddenly baby tonight.
S0352,2025-05-14,Disruptive,Study amount effort meeting determine.
S0352,2024-11-18,Participative,College trial might paper.
S0353,2024-10-11,Helpful,Important many relate through now rule recognize.
S0353,2025-04-04,Helpful,What hospital building attorney.
S0353,2025-01-04,Helpful,Necessary run audience card.
S0353,2024-06-19,Participative,Organization would bill young.
S0353,2025-05-11,Helpful,Less road federal stop education.
S0353,2024-09-23,Late,Sell nation see summer public call evening.
S0353,2025-02-12,Helpful,Democrat I cold involve stage modern.
S0353,2024-10-25,Disruptive,Model production consider this capital ahead act.
S0353,2025-06-10,Absent without notice,North war hotel wind.
S0354,2025-01-29,Absent without notice,Behind owner market food forward.
S0354,2024-12-12,Participative,Table spring peace look.
S0354,2024-09-24,Late,He who operation matter customer standard front.
S0355,2024-08-26,Late,Sense accept when hope.
S0355,2024-09-04,Participative,Science this agree.
S0355,2024-10-21,Disruptive,Happen successful there whole into exist.
S0355,2024-11-16,Absent without notice,They rather decade young billion cost program last.
S0355,2025-05-17,Disruptive,Story buy act.
S0355,2024-06-19,Absent without notice,Seven off describe possible.
S0355,2024-08-11,Participative,Month man structure say cold.
S0355,2025-05-25,Late,Involve project heart financial why small marriage.
S0355,2025-02-04,Participative,Responsibility notice exactly.
S0356,2025-03-08,Helpful,Clearly special wind include other.
S0356,2025-04-22,Disruptive,Education push blue the sit TV say together.
S0356,2025-06-15,Participative,Or run scientist politics.
S0356,2024-07-14,Late,Energy seat billion production forget approach town.
S0356,2025-03-01,Participative,Management never father read discover statement performance.
S0356,2025-04-11,Participative,Everybody sometimes page seven option.
S0356,2025-03-30,Helpful,Building share operation charge.
S0356,2025-02-21,Participative,Decision including democratic week.
S0356,2024-12-07,Absent without notice,Be provide main care.
S0357,2025-04-14,Helpful,Front yes room note.
S0357,2025-03-17,Participative,Officer institution commercial defense community gas.
S0357,2024-07-03,Participative,Affect red condition.
S0357,2024-12-30,Participative,Range parent base himself possible road that.
S0357,2024-12-22,Disruptive,Without order suffer suffer democratic.
S0358,2025-02-07,Disruptive,Foreign action would clearly note impact.
S0358,2024-06-25,Helpful,Story next scientist feeling catch data.
S0358,2024-07-03,Participative,Ask plan meeting bill force chance.
S0358,2025-02-20,Helpful,Save long get son.
S0358,2025-02-25,Late,Sell report response.
S0358,2024-06-18,Disruptive,Daughter great public reveal.
S0358,2024-09-04,Disruptive,Region environment public way.
S0358,2024-08-25,Participative,Sort ever myself person.
S0358,2024-11-23,Disruptive,Politics must for country pretty candidate this.
S0359,2025-06-11,Helpful,Woman provide bad war upon learn.
S0359,2025-01-15,Helpful,Ready traditional politics reveal.
S0359,2024-09-16,Disruptive,Mr within month city play building lawyer.
S0359,2024-10-14,Participative,Design collection step pull.
S0359,2024-07-03,Late,Maybe too stop year.
S0359,2024-12-17,Late,Three treatment food answer nation military before.
S0360,2024-12-19,Helpful,South table according sea head lead.
S0360,2024-10-15,Helpful,Clear success hand approach building write worry.
S0360,2024-12-30,Participative,Institution police several miss fund both last.
S0360,2025-04-12,Helpful,Identify nature company bit none west.
S0360,2025-06-14,Absent without notice,Oil image voice age floor.
S0360,2024-11-30,Participative,Foreign soldier nor future.
S0360,2024-10-06,Late,Eat sort phone use.
S0361,2024-12-19,Disruptive,Eye return various white.
S0361,2024-07-09,Participative,Pass receive visit say wear.
S0361,2024-10-13,Helpful,Among in anyone whole Democrat must their each.
S0361,2025-02-15,Late,Hour nature suffer teach cup benefit data onto.
S0361,2024-08-04,Absent without notice,Government appear price leader plan behind design.
S0361,2025-04-28,Absent without notice,Get tend discover letter until turn something.
S0361,2024-10-07,Absent without notice,Somebody let church notice Republican rest change.
S0361,2025-03-29,Helpful,Book prove carry guy provide themselves section.
S0361,2024-12-09,Late,Some story million effort item.
S0361,2024-10-25,Absent without notice,Resource attention employee open talk and yes.
S0362,2025-02-21,Participative,Close third draw in thing as environment.
S0362,2024-07-07,Late,Blue others must art other.
S0362,2024-08-10,Participative,Bad realize make floor likely.
S0362,2024-08-08,Helpful,Personal modern animal kid director deal.
S0362,2025-05-27,Absent without notice,Tend likely relationship similar.
S0363,2025-05-28,Disruptive,Under know call good hope himself present attorney.
S0363,2024-09-20,Absent without notice,Plant send old fire.
S0363,2025-03-31,Disruptive,Single particular perhaps institution.
S0364,2025-03-08,Helpful,Girl modern cup.
S0364,2024-09-20,Absent without notice,Themselves treat party weight.
S0364,2025-01-07,Helpful,Seem allow cold hour home director.
S0364,2025-03-28,Participative,International compare write three thing.
S0364,2025-05-31,Disruptive,Senior strategy determine perform.
S0364,2024-12-30,Participative,Wrong little manage direction so great help.
S0364,2025-03-09,Participative,Every ground look beyond.
S0364,2024-12-30,Absent without notice,Actually anyone board together.
S0364,2024-07-30,Absent without notice,Medical give foot voice interest their.
S0364,2025-06-08,Late,Whether meeting certainly prevent property finish between.
S0365,2024-12-03,Disruptive,Coach trade able PM.
S0365,2024-08-22,Helpful,Eye whatever face understand usually property.
